embedding_id,source_type,source_id,text_chunk,chunk_index,token_count,model,vector_dim,created_at
EMB000451,doctor,DOC00436,"Dr. Dr. Rajesh Bhat, Neonatologist at Pediatrics. Qualification: MBBS, DM. Experience: 22 years. Consultation fee: ₹400. Available: Tue,Thu,Sat.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000452,doctor,DOC00437,"Dr. Dr. Anita Pillai, Gastroenterology Specialist at Gastroenterology. Qualification: MBBS, MS. Experience: 24 years. Consultation fee: ₹1500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000453,doctor,DOC00438,"Dr. Dr. Arjun Reddy, Consultant Gastroenterology at Gastroenterology. Qualification: MBBS, DM. Experience: 30 years. Consultation fee: ₹1000. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000454,doctor,DOC00439,"Dr. Dr. Rohit Nair, Consultant Gastroenterology at Gastroenterology. Qualification: MBBS, DM. Experience: 30 years. Consultation fee: ₹1200. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000455,doctor,DOC00440,"Dr. Dr. Pooja Das, Consultant Gastroenterology at Gastroenterology. Qualification: MBBS, DNB. Experience: 20 years. Consultation fee: ₹700. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000456,doctor,DOC00441,"Dr. Dr. Meena Reddy, Consultant Pulmonology at Pulmonology. Qualification: MBBS, DM. Experience: 8 years. Consultation fee: ₹700. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000457,doctor,DOC00442,"Dr. Dr. Rohit Singh, Pulmonology Specialist at Pulmonology. Qualification: MBBS, MCh. Experience: 9 years. Consultation fee: ₹500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000458,doctor,DOC00443,"Dr. Dr. Suresh Sharma, Pulmonology Specialist at Pulmonology. Qualification: MBBS, MCh. Experience: 15 years. Consultation fee: ₹800. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000459,doctor,DOC00444,"Dr. Dr. Kavita Singh, Pulmonology Specialist at Pulmonology. Qualification: MBBS, MCh. Experience: 14 years. Consultation fee: ₹300. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000460,doctor,DOC00445,"Dr. Dr. Kavita Nair, Pulmonology Specialist at Pulmonology. Qualification: MBBS, DM. Experience: 24 years. Consultation fee: ₹700. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000461,doctor,DOC00446,"Dr. Dr. Pooja Nair, Consultant Psychiatry at Psychiatry. Qualification: MBBS, DM. Experience: 23 years. Consultation fee: ₹1000. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000462,doctor,DOC00447,"Dr. Dr. Anita Menon, Psychiatry Specialist at Psychiatry. Qualification: MBBS, MD. Experience: 19 years. Consultation fee: ₹500. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000463,doctor,DOC00448,"Dr. Dr. Deepa Nair, Emergency Medicine Specialist at Emergency Medicine. Qualification: MBBS, DM. Experience: 4 years. Consultation fee: ₹400. Available: Mon-Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000464,doctor,DOC00449,"Dr. Dr. Vikram Sharma, Consultant Emergency Medicine at Emergency Medicine. Qualification: MBBS, MD. Experience: 17 years. Consultation fee: ₹1500. Available: Tue,Thu,Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000465,doctor,DOC00450,"Dr. Dr. Rajesh Kumar, Consultant Emergency Medicine at Emergency Medicine. Qualification: MBBS, DNB. Experience: 11 years. Consultation fee: ₹600. Available: Mon-Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000466,doctor,DOC00451,"Dr. Dr. Anita Kumar, Consultant Emergency Medicine at Emergency Medicine. Qualification: MBBS, DNB. Experience: 9 years. Consultation fee: ₹300. Available: Mon-Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000467,doctor,DOC00452,"Dr. Dr. Arjun Patel, Interventional Cardiologist at Cardiology. Qualification: MBBS, MS. Experience: 20 years. Consultation fee: ₹1000. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000468,doctor,DOC00453,"Dr. Dr. Rajesh Nair, Interventional Cardiologist at Cardiology. Qualification: MBBS, MS. Experience: 17 years. Consultation fee: ₹800. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000469,doctor,DOC00454,"Dr. Dr. Deepa Hegde, Cardiac Electrophysiologist at Cardiology. Qualification: MBBS, MS. Experience: 3 years. Consultation fee: ₹500. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000470,doctor,DOC00455,"Dr. Dr. Priya Gupta, Dermatology Specialist at Dermatology. Qualification: MBBS, DNB. Experience: 17 years. Consultation fee: ₹600. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000471,doctor,DOC00456,"Dr. Dr. Meena Menon, Dermatology Specialist at Dermatology. Qualification: MBBS, MCh. Experience: 13 years. Consultation fee: ₹500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000472,doctor,DOC00457,"Dr. Dr. Priya Rao, Consultant Anesthesiology at Anesthesiology. Qualification: MBBS, DNB. Experience: 16 years. Consultation fee: ₹1200. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000473,doctor,DOC00458,"Dr. Dr. Vikram Singh, Anesthesiology Specialist at Anesthesiology. Qualification: MBBS, DM. Experience: 21 years. Consultation fee: ₹500. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000474,doctor,DOC00459,"Dr. Dr. Kavita Joshi, Anesthesiology Specialist at Anesthesiology. Qualification: MBBS, DNB. Experience: 11 years. Consultation fee: ₹800. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000475,doctor,DOC00460,"Dr. Dr. Kavita Nair, Anesthesiology Specialist at Anesthesiology. Qualification: MBBS, DM. Experience: 13 years. Consultation fee: ₹600. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000476,doctor,DOC00461,"Dr. Dr. Suresh Iyer, Consultant ENT at ENT. Qualification: MBBS, MCh. Experience: 25 years. Consultation fee: ₹1500. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000477,doctor,DOC00462,"Dr. Dr. Nisha Verma, ENT Specialist at ENT. Qualification: MBBS, MD. Experience: 8 years. Consultation fee: ₹300. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000478,doctor,DOC00463,"Dr. Dr. Kavita Verma, ENT Specialist at ENT. Qualification: MBBS, MD. Experience: 13 years. Consultation fee: ₹800. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000479,doctor,DOC00464,"Dr. Dr. Arjun Hegde, Consultant ENT at ENT. Qualification: MBBS, DM. Experience: 7 years. Consultation fee: ₹500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000480,doctor,DOC00465,"Dr. Dr. Deepa Pillai, Consultant ENT at ENT. Qualification: MBBS, DNB. Experience: 22 years. Consultation fee: ₹700. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000481,doctor,DOC00466,"Dr. Dr. Vikram Joshi, Consultant Plastic Surgery at Plastic Surgery. Qualification: MBBS, DNB. Experience: 13 years. Consultation fee: ₹800. Available: Mon,Wed,Fri.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000482,doctor,DOC00467,"Dr. Dr. Meena Joshi, Plastic Surgery Specialist at Plastic Surgery. Qualification: MBBS, MD. Experience: 26 years. Consultation fee: ₹400. Available: Mon,Wed,Fri.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000483,doctor,DOC00468,"Dr. Dr. Sunita Sharma, Consultant Plastic Surgery at Plastic Surgery. Qualification: MBBS, DNB. Experience: 23 years. Consultation fee: ₹700. Available: Mon-Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000484,doctor,DOC00469,"Dr. Dr. Suresh Hegde, Plastic Surgery Specialist at Plastic Surgery. Qualification: MBBS, DM. Experience: 26 years. Consultation fee: ₹800. Available: Mon-Fri.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000485,doctor,DOC00470,"Dr. Dr. Sunita Patel, Plastic Surgery Specialist at Plastic Surgery. Qualification: MBBS, DM. Experience: 29 years. Consultation fee: ₹1500. Available: Mon-Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000486,doctor,DOC00471,"Dr. Dr. Nisha Hegde, Consultant Nephrology at Nephrology. Qualification: MBBS, DM. Experience: 21 years. Consultation fee: ₹1500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000487,doctor,DOC00472,"Dr. Dr. Rajesh Hegde, Consultant Nephrology at Nephrology. Qualification: MBBS, DNB. Experience: 11 years. Consultation fee: ₹1200. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000488,doctor,DOC00473,"Dr. Dr. Arjun Pillai, Nephrology Specialist at Nephrology. Qualification: MBBS, MD. Experience: 6 years. Consultation fee: ₹800. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000489,doctor,DOC00474,"Dr. Dr. Nisha Verma, Nephrology Specialist at Nephrology. Qualification: MBBS, MCh. Experience: 20 years. Consultation fee: ₹600. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000490,doctor,DOC00475,"Dr. Dr. Vikram Singh, Radiology Specialist at Radiology. Qualification: MBBS, MCh. Experience: 16 years. Consultation fee: ₹600. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000491,doctor,DOC00476,"Dr. Dr. Vikram Nair, Consultant Radiology at Radiology. Qualification: MBBS, MD. Experience: 5 years. Consultation fee: ₹1200. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000492,doctor,DOC00477,"Dr. Dr. Arun Reddy, Plastic Surgery Specialist at Plastic Surgery. Qualification: MBBS, MS. Experience: 15 years. Consultation fee: ₹1000. Available: Tue,Thu,Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000493,doctor,DOC00478,"Dr. Dr. Arjun Joshi, Consultant Plastic Surgery at Plastic Surgery. Qualification: MBBS, DM. Experience: 16 years. Consultation fee: ₹700. Available: Mon,Wed,Fri.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000494,doctor,DOC00479,"Dr. Dr. Nisha Nair, Consultant Plastic Surgery at Plastic Surgery. Qualification: MBBS, MCh. Experience: 8 years. Consultation fee: ₹300. Available: Mon,Wed,Fri.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000495,doctor,DOC00480,"Dr. Dr. Pooja Sharma, Consultant Plastic Surgery at Plastic Surgery. Qualification: MBBS, MS. Experience: 10 years. Consultation fee: ₹400. Available: Mon-Fri.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000496,doctor,DOC00481,"Dr. Dr. Arjun Sharma, Consultant Ophthalmology at Ophthalmology. Qualification: MBBS, DNB. Experience: 19 years. Consultation fee: ₹700. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000497,doctor,DOC00482,"Dr. Dr. Rohit Reddy, Consultant Ophthalmology at Ophthalmology. Qualification: MBBS, DNB. Experience: 29 years. Consultation fee: ₹500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000498,doctor,DOC00483,"Dr. Dr. Pooja Patel, Ophthalmology Specialist at Ophthalmology. Qualification: MBBS, DNB. Experience: 6 years. Consultation fee: ₹400. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000499,doctor,DOC00484,"Dr. Dr. Nisha Sharma, Consultant Ophthalmology at Ophthalmology. Qualification: MBBS, MD. Experience: 26 years. Consultation fee: ₹600. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000500,doctor,DOC00485,"Dr. Dr. Pooja Nair, Consultant Ophthalmology at Ophthalmology. Qualification: MBBS, MS. Experience: 30 years. Consultation fee: ₹800. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000501,doctor,DOC00486,"Dr. Dr. Deepa Kumar, Ophthalmology Specialist at Ophthalmology. Qualification: MBBS, MCh. Experience: 30 years. Consultation fee: ₹800. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000502,doctor,DOC00487,"Dr. Dr. Anita Bhat, Urology Specialist at Urology. Qualification: MBBS, DNB. Experience: 20 years. Consultation fee: ₹300. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000503,doctor,DOC00488,"Dr. Dr. Meena Patel, Urology Specialist at Urology. Qualification: MBBS, MS. Experience: 10 years. Consultation fee: ₹1200. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000504,doctor,DOC00489,"Dr. Dr. Kavita Bhat, Consultant Urology at Urology. Qualification: MBBS, MD. Experience: 10 years. Consultation fee: ₹400. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000505,doctor,DOC00490,"Dr. Dr. Anita Bhat, Urology Specialist at Urology. Qualification: MBBS, MS. Experience: 16 years. Consultation fee: ₹800. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000506,doctor,DOC00491,"Dr. Dr. Deepa Rao, Consultant Urology at Urology. Qualification: MBBS, MCh. Experience: 15 years. Consultation fee: ₹1000. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000507,doctor,DOC00492,"Dr. Dr. Arjun Joshi, Consultant Endocrinology at Endocrinology. Qualification: MBBS, MD. Experience: 20 years. Consultation fee: ₹500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000508,doctor,DOC00493,"Dr. Dr. Kiran Verma, Consultant Endocrinology at Endocrinology. Qualification: MBBS, MD. Experience: 9 years. Consultation fee: ₹700. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000509,doctor,DOC00494,"Dr. Dr. Sunita Bhat, Gastroenterology Specialist at Gastroenterology. Qualification: MBBS, DM. Experience: 22 years. Consultation fee: ₹1000. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000510,doctor,DOC00495,"Dr. Dr. Pooja Rao, Gastroenterology Specialist at Gastroenterology. Qualification: MBBS, MD. Experience: 28 years. Consultation fee: ₹1500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000511,doctor,DOC00496,"Dr. Dr. Priya Pillai, Gastroenterology Specialist at Gastroenterology. Qualification: MBBS, DNB. Experience: 7 years. Consultation fee: ₹700. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000512,doctor,DOC00497,"Dr. Dr. Suresh Joshi, Reproductive Endocrinologist at Gynecology. Qualification: MBBS, DNB. Experience: 24 years. Consultation fee: ₹1000. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000513,doctor,DOC00498,"Dr. Dr. Kiran Bhat, Gynecologic Oncologist at Gynecology. Qualification: MBBS, MCh. Experience: 14 years. Consultation fee: ₹1200. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000514,doctor,DOC00499,"Dr. Dr. Kiran Joshi, Movement Disorder Specialist at Neurology. Qualification: MBBS, MS. Experience: 27 years. Consultation fee: ₹1500. Available: Tue,Thu,Sat.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000515,doctor,DOC00500,"Dr. Dr. Kiran Patel, Epileptologist at Neurology. Qualification: MBBS, DM. Experience: 18 years. Consultation fee: ₹400. Available: Mon-Fri.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000516,doctor,DOC00501,"Dr. Dr. Vikram Sharma, Movement Disorder Specialist at Neurology. Qualification: MBBS, DM. Experience: 23 years. Consultation fee: ₹600. Available: Mon,Wed,Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000517,doctor,DOC00502,"Dr. Dr. Sunita Reddy, Movement Disorder Specialist at Neurology. Qualification: MBBS, MCh. Experience: 11 years. Consultation fee: ₹1200. Available: Mon-Sat.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000518,doctor,DOC00503,"Dr. Dr. Arjun Das, Stroke Specialist at Neurology. Qualification: MBBS, MD. Experience: 29 years. Consultation fee: ₹700. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000519,doctor,DOC00504,"Dr. Dr. Sunita Bhat, Movement Disorder Specialist at Neurology. Qualification: MBBS, MS. Experience: 14 years. Consultation fee: ₹400. Available: Mon,Wed,Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000520,doctor,DOC00505,"Dr. Dr. Sunita Hegde, Neonatologist at Pediatrics. Qualification: MBBS, DM. Experience: 25 years. Consultation fee: ₹500. Available: Mon-Fri.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000521,doctor,DOC00506,"Dr. Dr. Nisha Reddy, Neonatologist at Pediatrics. Qualification: MBBS, DNB. Experience: 28 years. Consultation fee: ₹300. Available: Mon-Fri.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000522,doctor,DOC00507,"Dr. Dr. Rajesh Patel, Neonatologist at Pediatrics. Qualification: MBBS, DNB. Experience: 18 years. Consultation fee: ₹400. Available: Tue,Thu,Sat.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000523,doctor,DOC00508,"Dr. Dr. Suresh Patel, Nephrology Specialist at Nephrology. Qualification: MBBS, MD. Experience: 4 years. Consultation fee: ₹800. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000524,doctor,DOC00509,"Dr. Dr. Arun Gupta, Consultant Nephrology at Nephrology. Qualification: MBBS, MS. Experience: 9 years. Consultation fee: ₹1000. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000525,doctor,DOC00510,"Dr. Dr. Arjun Hegde, Nephrology Specialist at Nephrology. Qualification: MBBS, MCh. Experience: 16 years. Consultation fee: ₹1500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000526,doctor,DOC00511,"Dr. Dr. Kavita Patel, Consultant Nephrology at Nephrology. Qualification: MBBS, MD. Experience: 5 years. Consultation fee: ₹400. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000527,doctor,DOC00512,"Dr. Dr. Kavita Bhat, Medical Oncologist at Oncology. Qualification: MBBS, DNB. Experience: 11 years. Consultation fee: ₹1000. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000528,doctor,DOC00513,"Dr. Dr. Ravi Singh, Medical Oncologist at Oncology. Qualification: MBBS, MD. Experience: 9 years. Consultation fee: ₹800. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000529,doctor,DOC00514,"Dr. Dr. Anita Kumar, Medical Oncologist at Oncology. Qualification: MBBS, DNB. Experience: 10 years. Consultation fee: ₹800. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000530,doctor,DOC00515,"Dr. Dr. Pooja Patel, Consultant Psychiatry at Psychiatry. Qualification: MBBS, DNB. Experience: 30 years. Consultation fee: ₹400. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000531,doctor,DOC00516,"Dr. Dr. Sunita Gupta, Psychiatry Specialist at Psychiatry. Qualification: MBBS, MS. Experience: 8 years. Consultation fee: ₹400. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000532,doctor,DOC00517,"Dr. Dr. Vikram Bhat, Psychiatry Specialist at Psychiatry. Qualification: MBBS, DM. Experience: 30 years. Consultation fee: ₹1500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000533,doctor,DOC00518,"Dr. Dr. Kiran Das, Psychiatry Specialist at Psychiatry. Qualification: MBBS, MCh. Experience: 17 years. Consultation fee: ₹500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000534,doctor,DOC00519,"Dr. Dr. Pooja Patel, Consultant Psychiatry at Psychiatry. Qualification: MBBS, MS. Experience: 15 years. Consultation fee: ₹400. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000535,doctor,DOC00520,"Dr. Dr. Ravi Verma, Psychiatry Specialist at Psychiatry. Qualification: MBBS, DM. Experience: 10 years. Consultation fee: ₹500. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000536,doctor,DOC00521,"Dr. Dr. Priya Singh, Consultant Rheumatology at Rheumatology. Qualification: MBBS, MS. Experience: 22 years. Consultation fee: ₹400. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000537,doctor,DOC00522,"Dr. Dr. Suresh Rao, Rheumatology Specialist at Rheumatology. Qualification: MBBS, DM. Experience: 19 years. Consultation fee: ₹400. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000538,doctor,DOC00523,"Dr. Dr. Kiran Das, Consultant Rheumatology at Rheumatology. Qualification: MBBS, MD. Experience: 3 years. Consultation fee: ₹600. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000539,doctor,DOC00524,"Dr. Dr. Rajesh Pillai, Rheumatology Specialist at Rheumatology. Qualification: MBBS, MCh. Experience: 11 years. Consultation fee: ₹600. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000540,doctor,DOC00525,"Dr. Dr. Rohit Iyer, Consultant Rheumatology at Rheumatology. Qualification: MBBS, DNB. Experience: 30 years. Consultation fee: ₹800. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000541,doctor,DOC00526,"Dr. Dr. Arun Kumar, Rheumatology Specialist at Rheumatology. Qualification: MBBS, MS. Experience: 29 years. Consultation fee: ₹1200. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000542,doctor,DOC00527,"Dr. Dr. Ravi Reddy, Anesthesiology Specialist at Anesthesiology. Qualification: MBBS, MS. Experience: 13 years. Consultation fee: ₹300. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000543,doctor,DOC00528,"Dr. Dr. Arjun Bhat, Consultant Anesthesiology at Anesthesiology. Qualification: MBBS, MCh. Experience: 19 years. Consultation fee: ₹300. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000544,doctor,DOC00529,"Dr. Dr. Suresh Nair, Anesthesiology Specialist at Anesthesiology. Qualification: MBBS, MS. Experience: 15 years. Consultation fee: ₹800. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000545,doctor,DOC00530,"Dr. Dr. Suresh Menon, Joint Replacement Surgeon at Orthopedics. Qualification: MBBS, MS. Experience: 9 years. Consultation fee: ₹300. Available: Mon-Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000546,doctor,DOC00531,"Dr. Dr. Meena Verma, Sports Medicine Specialist at Orthopedics. Qualification: MBBS, DNB. Experience: 14 years. Consultation fee: ₹400. Available: Mon,Wed,Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000547,doctor,DOC00532,"Dr. Dr. Ravi Singh, Sports Medicine Specialist at Orthopedics. Qualification: MBBS, MS. Experience: 11 years. Consultation fee: ₹1200. Available: Mon-Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000548,doctor,DOC00533,"Dr. Dr. Kiran Rao, Sports Medicine Specialist at Orthopedics. Qualification: MBBS, DM. Experience: 26 years. Consultation fee: ₹1500. Available: Mon-Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000549,doctor,DOC00534,"Dr. Dr. Ravi Rao, Sports Medicine Specialist at Orthopedics. Qualification: MBBS, MD. Experience: 4 years. Consultation fee: ₹300. Available: Mon,Wed,Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000550,doctor,DOC00535,"Dr. Dr. Rajesh Iyer, Radiology Specialist at Radiology. Qualification: MBBS, MCh. Experience: 12 years. Consultation fee: ₹1500. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000551,doctor,DOC00536,"Dr. Dr. Rajesh Pillai, Consultant Radiology at Radiology. Qualification: MBBS, DNB. Experience: 15 years. Consultation fee: ₹700. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000552,doctor,DOC00537,"Dr. Dr. Nisha Pillai, Radiology Specialist at Radiology. Qualification: MBBS, DNB. Experience: 10 years. Consultation fee: ₹400. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000553,doctor,DOC00538,"Dr. Dr. Arjun Pillai, Consultant Radiology at Radiology. Qualification: MBBS, DNB. Experience: 17 years. Consultation fee: ₹500. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000554,doctor,DOC00539,"Dr. Dr. Arjun Verma, Consultant Dermatology at Dermatology. Qualification: MBBS, MCh. Experience: 26 years. Consultation fee: ₹500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000555,doctor,DOC00540,"Dr. Dr. Priya Sharma, Consultant Dermatology at Dermatology. Qualification: MBBS, MCh. Experience: 13 years. Consultation fee: ₹400. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000556,doctor,DOC00541,"Dr. Dr. Arun Nair, Consultant Dermatology at Dermatology. Qualification: MBBS, DNB. Experience: 12 years. Consultation fee: ₹1000. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000557,doctor,DOC00542,"Dr. Dr. Nisha Nair, Consultant Dermatology at Dermatology. Qualification: MBBS, MS. Experience: 6 years. Consultation fee: ₹1500. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
